old_hash_id,hash_id,author_name,content,source_url,source_name,title,important,image_url,shortened_url,created_at,score,category_names,relevancy_tags,tenant,fb_object_id,fb_like_count,country_code,impressive_score,targeted_city,gallery_image_urls,full_gallery_urls,bottom_headline,bottom_text,darker_fonts,bottom_panel_link,ads_vendor_tag,bottom_type,byline_1,byline_2,version,position_start_time,position_expire_time,trackers,dfp_tags,dont_show_ad,poll_tenant,crypto_coin_preference,is_overlay_supported,news_type,is_muted,video_audio_type,auto_play_type,show_in_video_feed_only,similar_threshold,is_similar_feed_available,show_publisher_info,is_profile_clickable,publisher_interaction_meta,capsule_image_url,capsule_custom_card_id,capsule_custom_card_url,capsule_campaign,is_youtube_video,fetch_date,create_date
athletes-from-4-california-universities-won-89-medals-at-paris-olympics--1723659937096,hshotjoy-1,Anmol Sharma,"Athletes from four California universities (Stanford University, University of California Berkeley, UCLA and University of Southern California) bagged 89 medals at the Paris Olympics. Athletes from Stanford University bagged more medals (39) than all but seven countries. Notably, the USA topped the medal tally at the Paris Olympics, while China came second.",https://x.com/erikbryn/status/1823148727227552104?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1823148727227552104%7Ctwgr%5E8cefb98345e3fa1ccc6f62ccfbbcbcdaa65504ef%7Ctwcon%5Es1_&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Ftimesofindia.indiatimes.com%2Fsports%2Fparis-olympics-2024%2Fstanford-university-won-39-medals-at-paris-2024-more-than-most-countries%2Farticleshow%2F112501388.cms&utm_source=inshorts,X,Athletes from 4 California universities won 89 medals at Paris Olympics ,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723648770782_340.jpg?,https://shrts.in/pEBAa,2024-08-14 18:25:37,800,"sports,OLYMPICS_2024",sports,ENGLISH,,0,IN,12.91,,,,Paris Olympics concluded on August 11,Tap to read more,True,https://x.com/erikbryn/status/1823148727227552104?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1823148727227552104%7Ctwgr%5E8cefb98345e3fa1ccc6f62ccfbbcbcdaa65504ef%7Ctwcon%5Es1_&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Ftimesofindia.indiatimes.com%2Fsports%2Fparis-olympics-2024%2Fstanford-university-won-39-medals-at-paris-2024-more-than-most-countries%2Farticleshow%2F112501388.cms&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at X / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Anmol Sharma'}]",0,1970-01-01T00:00:00Z,2024-08-15T15:58:58.411Z,[],"score:800,news:default,cat:sports,cat:OLYMPICS_2024,hash:4",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
singapore--sdc-ramps-up-nightlife-with-sentosa-night-mode-1723528833641,wwfens3g-1,System User,"In its drive to bolster its reputation as a day-to-night destination, the Sentosa Development Corporation (SDC), on Monday, unveiled the Sentosa Night Mode. The new feature will comprise a variety of activities from August to October. Night Mode represents a strategic move to boost Sentosas appeal and allure after sunset and diversify its charm beyond the traditional daytime attractions.",https://www.connectedtoindia.com/singapore-sdc-ramps-up-nightlife-with-sentosa-night-mode/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Connected To India,Singapore: SDC ramps up nightlife with Sentosa Night Mode,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/13_tue/img_1723528809769_650.jpg?,https://shrts.in/8ddss,2024-08-13 06:00:33,800,"Feel_Good_Stories,world,travel",,ENGLISH,,0,IN,12.86,,,,Tap to know more,Read the full story,False,https://www.connectedtoindia.com/singapore-sdc-ramps-up-nightlife-with-sentosa-night-mode/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Connected To India / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Connected To India / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:Feel_Good_Stories,cat:world,cat:travel,hash:0",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': '6K2rDaYEojTj3txWcH1Cjh5JGki2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-13
olympic-boxer-imane-khelif-names-musk-in-cyberbullying-lawsuit-amid-gender-row--1723607939223,zi9suny4-1,Pragya Swastik,"Algerian boxer Imane Khelif has named X owner Elon Musk and author JK Rowling in a cyberbullying lawsuit filed with French authorities. Khelif, at the centre of gender row, won gold medal in women's boxing at Paris Olympics. While Rowling accused Khelif of being a man on X, Musk shared a post that said ""men don't belong in women's sports"".",https://www.hindustantimes.com/trending/imane-khelif-names-elon-musk-jk-rowling-in-cyberbullying-lawsuit-what-they-posted-101723603623754-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,Olympic boxer Imane Khelif names Musk in cyberbullying lawsuit amid gender row ,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723607094485_912.jpg?,https://shrts.in/EptJy,2024-08-14 03:58:59,800,"sports,OLYMPICS_2024,technology","sports,technology",ENGLISH,,0,IN,12.87,,,,Trump would also be a part of the investigation,"""I'll keep men out of women's sports,"" he said",True,https://www.hindustantimes.com/trending/imane-khelif-names-elon-musk-jk-rowling-in-cyberbullying-lawsuit-what-they-posted-101723603623754-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Hindustan Times / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Pragya Swastik'}]",0,1970-01-01T00:00:00Z,2024-08-15T03:53:26.615Z,[],"score:800,news:default,cat:sports,cat:OLYMPICS_2024,cat:technology,hash:9",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
over-140-cyberattacks-were-reported-during-paris-olympics-1723624933944,mk6uhdd0-1,System User,"Over 140 cyberattacks were reported during the Paris Olympics, targeting various aspects of the event. Despite the surge, there were no disruptions to the competitions. Authorities swiftly addressed the threats, ensuring the safety and integrity of the Games, highlighting the robust cybersecurity measures in place during the global sporting event.",https://www.boomlive.in/web-stories/news/over-140-cyberattacks-reported-during-paris-olympics-no-disruptions-to-competitions-2109?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Boom Live,Over 140 Cyberattacks were reported during Paris Olympics,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723624847538_507.jpg?,https://shrts.in/tgG6t,2024-08-14 08:42:13,800,"sports,OLYMPICS_2024,technology",,ENGLISH,,0,IN,12.88,,,,Tap to know more,Read more,False,https://www.boomlive.in/web-stories/news/over-140-cyberattacks-reported-during-paris-olympics-no-disruptions-to-competitions-2109?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Boom Live / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Boom Live / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:sports,cat:OLYMPICS_2024,cat:technology,hash:5",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'yC2NaucJSYfM9PXmTYGoy9ocHb23', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
pt-usha--shocked---disappointed--by-cas-verdict-on-vinesh-1723654118685,gns34dle-1,System User,Vinesh Phogat's dream of winning an Olympic medal was crushed on Wednesday after The Court of Arbitration for Sport (CAS) dismissed her application. The rejection of Vinesh's appeal means India ended up with six medals which include one silver and five bronze. The Indian Olympic Association (IOA) President Dr PT Usha has expressed her shock and disappointment at the decision.,https://www.freepressjournal.in/sports/no-silver-medal-for-vinesh-phogat-ioa-president-pt-usha-shocked-disappointed-by-cas-verdict?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,PT Usha 'shocked & disappointed' by CAS verdict on Vinesh,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723653976097_323.jpg?,https://shrts.in/pY9vF,2024-08-14 16:48:38,800,"sports,OLYMPICS_2024",,ENGLISH,,0,IN,12.89,,,,Tap to know more,Tap to read more,False,https://www.freepressjournal.in/amp/sports/no-silver-medal-for-vinesh-phogat-ioa-president-pt-usha-shocked-disappointed-by-cas-verdict?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Free Press Journal / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Free Press Journal / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:sports,cat:OLYMPICS_2024,hash:6",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': '1HXvhqnAOibfhzEGmzJsV5fHeWy2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
can-vinesh-phogat-challenge-cas-order-after-it-dismissed-her-silver-medal-appeal--1723656864238,svedjsih-1,Daisy Mowke,"Wrestler Vinesh Phogat's appeal to Court of Arbitration for Sport for joint silver medal in Paris Olympics has been dismissed. As per CAS website, any verdict can be challenged but only on ""very limited number of grounds"". This includes ""lack of jurisdiction, violation of elementary procedural rules (e.g. violation of right to a fair hearing) or incompatibility with public policy.""

",https://www.tas-cas.org/en/general-information/frequently-asked-questions.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,CAS ,Can Vinesh Phogat challenge CAS order after it dismissed her silver medal appeal?,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723655240819_601.jpg?,https://shrts.in/S5qtH,2024-08-14 17:34:24,800,"sports,OLYMPICS_2024",sports,ENGLISH,,0,IN,12.9,,,,IOA exploring further legal options: Report,Tap to know more,True,https://www.tas-cas.org/en/general-information/frequently-asked-questions.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at CAS  / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Daisy Mowke'}]",0,1970-01-01T00:00:00Z,2024-08-15T17:32:00.097Z,[],"score:800,news:default,cat:sports,cat:OLYMPICS_2024,hash:8,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
school-teacher-tries-to-rape-class-5-girl-in-classroom-in-karnataka--arrested-1723633428624,hjj60bbi-1,Anmol Sharma,"A government school teacher has been arrested for trying to rape a Class 5 girl in Karnataka's Kalaburagi district. The accused tried to rape her when she came to classroom after having a midday meal on Tuesday. The accused threatened her not to make noise, however, when she resisted and screamed for help, he fled from the school premises.",https://news.abplive.com/states/karnataka/karnataka-news-kalaburagi-school-teacher-attempt-to-rape-student-classroom-arrested-1710200/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,ABP,"School teacher tries to rape Class 5 girl in classroom in Karnataka, arrested",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723623089099_254.jpg?,https://shrts.in/TuPxF,2024-08-14 11:03:48,800,"national,crime",national,ENGLISH,,0,IN,13.0,,,,He was arrested after a manhunt,Tap to read more,True,https://news.abplive.com/states/karnataka/karnataka-news-kalaburagi-school-teacher-attempt-to-rape-student-classroom-arrested-1710200/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at ABP / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Anmol Sharma'}]",0,1970-01-01T00:00:00Z,2024-08-15T10:54:11.583Z,[],"score:800,news:default,cat:national,cat:crime,hash:9,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
mining-stocks-crash-after-sc-judgement--coal-india---tata-steel-among-top-losers-1723617278942,h5u8uaaq-1,Pragya Swastik,"NMDC, Vedanta, Coal India, JSW Steel, Tata Steel, Hindustan Zinc stocks fell sharply after Supreme Court allowed states to collect past dues on royalty from the Centre and mining companies. NMDC, Coal India and Tata Steel fell over 3-4%. All companies with mining in states like Odisha, Jharkhand and Tamil Nadu will be impacted, Go India Advisors' Rakesh Arora said.",https://www.moneycontrol.com/news/business/markets/mining-stocks-fall-after-supreme-court-allows-states-to-levy-tax-collect-past-dues-12796321.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,"Mining stocks crash after SC judgement, Coal India & Tata Steel among top losers",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723616146588_524.jpg?,https://shrts.in/jC4L8,2024-08-14 06:34:38,800,"business,FINANCE","business,FINANCE",ENGLISH,,0,IN,12.95,,,,"Dues to be collected from April 1, 2005 onwards",Tap to read more,True,https://www.moneycontrol.com/news/business/markets/mining-stocks-fall-after-supreme-court-allows-states-to-levy-tax-collect-past-dues-12796321.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Moneycontrol / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Pragya Swastik'}]",0,1970-01-01T00:00:00Z,2024-08-15T06:27:26.157Z,[],"score:800,news:default,cat:business,cat:FINANCE,hash:8",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
hdfc-bank-leads-market-decline-amid-msci-weight-adjustment-1723616632101,uuacsl1x-1,System User,"Indian markets lost traction on Tuesday as HDFC Bank's shares dropped 3.4%, leading to a 208-point fall in NSE Nifty 50, closing at 24,139, and a 692-point drop in S&P BSE Sensex, closing at 78,956. The staggered MSCI weight adjustment reduced expected inflows to $1.8 billion instead of the anticipated $3 to 4 billion.",https://www.thecore.in/podcasts/markets-fall-on-weak-signals-630525?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Core,HDFC Bank leads market decline amid MSCI weight adjustment,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723616605216_174.jpg?,https://shrts.in/FYBEc,2024-08-14 06:23:52,800,"business,FINANCE",,ENGLISH,,0,IN,12.94,,,,Tap to know more,Read more,False,https://www.thecore.in/podcasts/markets-fall-on-weak-signals-630525?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at The Core / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at The Core / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:business,cat:FINANCE,hash:8",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'AxVGM5DJJkWVi1KILHSRrCOTkZH2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
price-of-gold-sees-jump-of--800-today-1723632041602,z9hmw8in-1,System User,"24 and 22 carat gold has become costlier by ₹800 today. In the capital Delhi, the price of 10 grams of 24 carat gold was ₹71,780. In Mumbai and Kolkata, the price of 24 carat gold has come down to ₹71,630 per 10 grams. Talking about silver, its price has come up to ₹83,600 per kg.",https://www.businessleague.in/gold-price-today-big-jump-in-the-price-of-gold-today-check-todays-latest-price/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Informal Newz,Price of gold sees jump of ₹800 today,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723632028373_618.jpg?,https://shrts.in/HY2ks,2024-08-14 10:40:41,800,FINANCE,,ENGLISH,,0,IN,12.98,,,,Tap to know more,Tap here,False,https://www.businessleague.in/gold-price-today-big-jump-in-the-price-of-gold-today-check-todays-latest-price/?amp=1&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Informal Newz / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Informal Newz / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:FINANCE,hash:4",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'HQSgTzFukBdldcalUxZ73vQVXtT2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
what-a-f-on-a-vehicle-s-number-plate-stands-for--1723629727601,43u2qbyl-1,System User,"A/F means 'Applied For', which means the owner of the vehicle has applied for a new number. The vehicle should have a registration number. However, it takes some time for new vehicles to get the number from the RTO. A/F is written to indicate this very thing. So that no fine is imposed on the vehicle owner while driving.",https://www.businessleague.in/why-is-a-f-written-on-the-plate-of-any-new-vehicle/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Informal Newz,What A/F on a vehicle's number plate stands for?,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723629718427_238.jpg?,https://shrts.in/EZEXE,2024-08-14 10:02:07,800,FINANCE,,ENGLISH,,0,IN,12.97,,,,Tap to know more,Tap here,False,https://www.businessleague.in/why-is-a-f-written-on-the-plate-of-any-new-vehicle/?amp=1&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Informal Newz / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Informal Newz / '}, {'type': 'TIME'}]",1,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:FINANCE,hash:4",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'HQSgTzFukBdldcalUxZ73vQVXtT2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
yen-carry-trade-s-impact-on-indian-markets--an-analysis-1723620272084,nodecvzs-1,System User,"The yen carry trade, driven by Japan's ultra-low interest rates, is shaping global financial markets and significantly impacting Indian markets. As investors flock to yen-denominated assets, India's financial landscape sees new challenges. Experts discuss the potential long-term effects on India's economy, including the risks posed by currency volatility and shifts in global monetary policies.",https://www.thecore.in/podcasts/yen-carry-trade-india-impact-podcast-the-core-report-630477?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Core,Yen carry trade's impact on Indian markets: an analysis,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723620217046_240.jpg?,https://shrts.in/qXT63,2024-08-14 07:24:32,800,"world,business,FINANCE,national",,ENGLISH,,0,IN,12.96,,,,Tap to know more,Read more,False,https://www.thecore.in/podcasts/yen-carry-trade-india-impact-podcast-the-core-report-630477?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'video at The Core / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'video at The Core / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:world,cat:business,cat:FINANCE,cat:national,hash:6",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'AxVGM5DJJkWVi1KILHSRrCOTkZH2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
cognizant--trolled-for-paying--2-5-lpa-to-freshers--paid-ceo--186-crore-last-year-1723613261365,c8mkxnjn-1,Pragya Swastik,"Cognizant, which is being widely criticised for offering ₹2.52 lakh per annum salary to freshers, is led by one of India's highest-paid CEOs. Ravi Kumar S, appointed CEO of Cognizant in January 2023, got about ₹186 crore in compensation last year. ""Kumar's annual total compensation for 2023 is substantially higher because of certain one-time equity awards,"" Cognizant earlier said.",https://www.hindustantimes.com/trending/cognizant-offers-rs-2-5-lpa-to-freshers-led-by-india-s-highest-paid-ceo-ravi-kumar-singisetti-101723608510417-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,"Cognizant, trolled for paying ₹2.5 LPA to freshers, paid CEO ₹186 crore last year",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723611933278_690.jpg?,https://shrts.in/7pXHh,2024-08-14 05:27:41,800,"business,FINANCE","business,FINANCE",ENGLISH,,0,IN,12.93,,,,'A helper's job at a momo shop earns ₹3 LPA',An X user said while criticising Cognizant,True,https://www.hindustantimes.com/trending/cognizant-offers-rs-2-5-lpa-to-freshers-led-by-india-s-highest-paid-ceo-ravi-kumar-singisetti-101723608510417-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Hindustan Times / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Pragya Swastik'}]",0,1970-01-01T00:00:00Z,2024-08-15T05:17:25.792Z,[],"score:800,news:default,cat:business,cat:FINANCE,hash:5",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
ceos--mds-earning-over--50-crore-at-nifty-50-companies-double-since-fy19-1723634055490,p3bpojfs-1,Pragya Swastik,"The proportion of CEOs and MDs at Nifty 50 companies earning more than ₹50 crore in FY24 has doubled from what it was in FY19, ET reported citing a Deloitte study. Median Nifty 50 CEO compensation grew from ₹13.1 crore in FY19 to ₹22.6 crore in FY24. This growth in median compensation was primarily driven by non-promoter CEO pay increases.",https://www.hindustantimes.com/business/ceos-and-mds-at-nifty-50-companies-earning-over-rs-50-crore-doubled-in-2023-24-from-2018-19-report-101723626433368-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,"CEOs, MDs earning over ₹50 crore at Nifty 50 companies double since FY19",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723632430903_488.jpg?,https://shrts.in/BnYhN,2024-08-14 11:14:15,800,"business,FINANCE",business,ENGLISH,,0,IN,12.99,,,,The study analysed 41 of the Nifty 50 companies,Tap to read more,True,https://www.hindustantimes.com/business/ceos-and-mds-at-nifty-50-companies-earning-over-rs-50-crore-doubled-in-2023-24-from-2018-19-report-101723626433368-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Hindustan Times / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Pragya Swastik'}]",0,1970-01-01T00:00:00Z,2024-08-15T11:05:43.024Z,[],"score:800,news:default,cat:business,cat:FINANCE,hash:5",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
how-long-does-it-take-for-refund-to-process-after-filing-the-itr--1723571118612,xtgcnrqv-1,System User,"If you have filed an ITR, then you must be waiting for a tax refund. However, the refund process starts only after e-verifying the return, and it takes 4-5 weeks for the amount to be deposited in the taxpayer’s account. Only those taxpayers are eligible for refund, whose tax has been deducted more than the prescribed tax. ",https://www.businessleague.in/itr-refund-if-you-are-waiting-for-refund-after-filing-itr-then-read-this-update/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Informal Newz,How long does it take for refund to process after filing the ITR?,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/13_tue/img_1723571105061_817.jpg?,https://shrts.in/B9AJs,2024-08-13 17:45:18,800,FINANCE,,ENGLISH,,0,IN,12.92,,,,Tap to know more,Tap here,False,https://www.businessleague.in/itr-refund-if-you-are-waiting-for-refund-after-filing-itr-then-read-this-update/?amp=1&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Informal Newz / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Informal Newz / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:FINANCE,hash:9",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'HQSgTzFukBdldcalUxZ73vQVXtT2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-13
