old_hash_id,hash_id,author_name,content,source_url,source_name,title,important,image_url,shortened_url,created_at,score,category_names,relevancy_tags,tenant,fb_object_id,fb_like_count,country_code,impressive_score,targeted_city,gallery_image_urls,full_gallery_urls,bottom_headline,bottom_text,darker_fonts,bottom_panel_link,ads_vendor_tag,bottom_type,byline_1,byline_2,version,position_start_time,position_expire_time,trackers,dfp_tags,dont_show_ad,poll_tenant,crypto_coin_preference,is_overlay_supported,news_type,is_muted,video_audio_type,auto_play_type,show_in_video_feed_only,similar_threshold,is_similar_feed_available,show_publisher_info,is_profile_clickable,publisher_interaction_meta,capsule_image_url,capsule_custom_card_id,capsule_custom_card_url,capsule_campaign,is_youtube_video,fetch_date,create_date
bjp-trying-to-hold-b-desh-like-protests--mamata-on-doctor-s-rape-1723651912547,nsx8juob-1,Nakul Ahuja,"Amid protests in West Bengal following the rape and murder of a woman doctor, CM Mamata Banerjee stated that the BJP was trying to organise Bangladesh-like protests to capture power in West Bengal. A civic volunteer has been arrested in connection with the crime. The police, on the order of the Calcutta HC, transferred the case to the CBI. ",https://www.hindustantimes.com/india-news/on-doctors-protest-mamata-banerjee-claims-oppn-trying-to-do-a-bangladesh-to-capture-power-101723643314041-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,BJP trying to hold B'desh-like protests: Mamata on doctor's rape,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723649845256_917.jpg?,https://shrts.in/9jCqR,2024-08-14 16:11:52,800,politics,politics,ENGLISH,,0,IN,12.55,,,,Sheikh Hasina resigned as PM amid protests,She fled to India after resigning ,True,https://www.hindustantimes.com/india-news/on-doctors-protest-mamata-banerjee-claims-oppn-trying-to-do-a-bangladesh-to-capture-power-101723643314041-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Hindustan Times / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Nakul Ahuja'}]",0,1970-01-01T00:00:00Z,2024-08-15T15:38:07.676Z,[],"score:800,news:default,cat:politics,hash:1,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
tamil-nadu-ruling-coalition-boycotts-governor-s-i-day-tea-party-1723663296587,nvceips5-1,System User,"The entire ruling coalition in Tamil Nadu will boycott the tea party hosted by Governor RN Ravi at Raj Bhavan on Independence Day. The DMK, too, announced its decision to boycott the event joining hands with the rest of its allies. DMK attended his tea parties in the past out of courtesy even when its allies had kept away.",https://www.deccanchronicle.com/southern-states/tamil-nadu/tamil-nadu-ruling-coalition-boycotts-governors-r-day-tea-party-1816504?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Deccan Chronicle,Tamil Nadu ruling coalition boycotts Governor's I-Day tea party,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723661853525_448.jpg?,https://shrts.in/eXBc7,2024-08-14 19:21:36,800,politics,,ENGLISH,,0,IN,12.56,,,,Tap to know more,To read more,False,https://www.deccanchronicle.com/amp/southern-states/tamil-nadu/tamil-nadu-ruling-coalition-boycotts-governors-r-day-tea-party-1816504?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Deccan Chronicle / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Deccan Chronicle / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:politics,hash:9",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'unVZAZgqTkPXSeQLtwD4J4P2oVg1', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
claims-of-maldives-handing-over-28-islands-to-india-are-false-1723633899107,tthvq9yd-1,System User,Several Indian social media users have falsely claimed that the Maldives has handed over 28 islands to India recently and that an agreement was signed to that effect. BOOM found that the claim was false and that the Exim Bank of India gave financial assistance to the Maldives to build water and sewage facilities in 28 islands.,https://www.boomlive.in/fact-check/fake-news-india-buys-28-islands-from-maldives-president-mohamed-muizzu-fact-check-26191?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Boom Live,Claims of Maldives handing over 28 islands to India are false,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723633871819_456.jpg?,https://shrts.in/sNMee,2024-08-14 11:11:39,800,"politics,world,national",,ENGLISH,,0,IN,12.49,,,,Tap to know more,Read more,False,https://www.boomlive.in/amp/fact-check/fake-news-india-buys-28-islands-from-maldives-president-mohamed-muizzu-fact-check-26191?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Boom Live / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Boom Live / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:politics,cat:world,cat:national,hash:7",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'yC2NaucJSYfM9PXmTYGoy9ocHb23', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
dhruv-rathee-deletes-initial-post-on-kolkata-doctor-rape-murder-1723637751946,gcfan2xr-1,System User,"YouTuber Dhruv Rathee was slammed on social media for deleting the ""Justice For Nirbhaya 2"" post which he had posted on X (formerly Twitter). He later made a different post on the platform regarding the incident which netizens criticised for naming the female doctor victim in the Kolkata hospital rape-and-murder case.",https://www.freepressjournal.in/india/kolkata-doctor-rape-murder-case-dhruv-rathee-under-fire-for-deleting-justice-for-nirbhaya-2-tweet-later-revealing-victims-name?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,Dhruv Rathee deletes initial post on Kolkata doctor rape-murder,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723637720527_365.jpg?,https://shrts.in/YyvdX,2024-08-14 12:15:51,800,"politics,national",,ENGLISH,,0,IN,12.5,,,,Tap to know more,To read more,False,https://www.freepressjournal.in/amp/india/kolkata-doctor-rape-murder-case-dhruv-rathee-under-fire-for-deleting-justice-for-nirbhaya-2-tweet-later-revealing-victims-name?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Free Press Journal / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Free Press Journal / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:politics,cat:national,hash:3",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': '1HXvhqnAOibfhzEGmzJsV5fHeWy2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
old-pics-of-vandalised-buddha-idol-in-bangladesh-shared-as-recent-1723638131248,muvmk9lj-1,System User,"Four images showing vandalised idols of Buddha are going viral on social media to claim that these were vandalised recently in Bangladesh. This comes after reports stated that minorities in Bangladesh have been attacked following former Bangladesh Prime Minister Sheikh Hasina exited the country. Although these images are from Bangladesh, they date back to September 2012.",https://www.thequint.com/news/webqoof/old-bangladesh-buddhist-temples-vandalised-not-recent-protests-fact-check?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Quint,Old pics of vandalised Buddha idol in Bangladesh shared as recent,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723638100186_605.jpg?,https://shrts.in/yV73J,2024-08-14 12:22:11,800,politics,,ENGLISH,,0,IN,12.51,,,,Tap to know more,Tap here,False,https://www.thequint.com/amp/story/news/webqoof/old-bangladesh-buddhist-temples-vandalised-not-recent-protests-fact-check?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at The Quint / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at The Quint / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:politics,hash:7",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'VEHFV6lON6dXltdCrI9nmF9lWqf2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
doctors--whatsapp-chats-mention-sex-racket--drugs--tmc-mp--sukanta-1723641514832,tqkbokjp-1,Nakul Ahuja,"West Bengal BJP chief Sukanta Majumdar, while reacting to the rape-murder of a woman doctor, claimed he received purported screenshots from the WhatsApp group of the doctors' team that mention sex and drugs racket. ""The names of a TMC MP and his nephew are coming up again and again, I don't know what happened but something is wrong,"" he said. ",https://www.hindustantimes.com/india-news/chats-reveal-role-of-tmc-mp-sex-racket-bjps-big-claim-in-kolkata-rape-murder-case-101723635570266-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,"Doctors' WhatsApp chats mention sex racket, drugs, TMC MP: Sukanta",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723639715565_952.jpg?,https://shrts.in/3XPzM,2024-08-14 13:18:34,800,"politics,national","national,politics",ENGLISH,,0,IN,12.520000000000001,,,,Woman doctor allegedly killed by civic volunteer,The case has been transferred to the CBI ,True,https://www.hindustantimes.com/india-news/chats-reveal-role-of-tmc-mp-sex-racket-bjps-big-claim-in-kolkata-rape-murder-case-101723635570266-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Hindustan Times / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Nakul Ahuja'}]",0,1970-01-01T00:00:00Z,2024-08-15T13:15:22.188Z,[],"score:800,news:default,cat:politics,cat:national,hash:8,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
congress-names-abhishek-singhvi-as-its-candidate-for-rs-bypolls-in-t-gana-1723645728287,jxfv2o7t-1,Nakul Ahuja,"Congress has named advocate Abhishek Manu Singhvi as its candidate for the Rajya Sabha bypolls in Telangana. Singhvi was fielded by Congress for the Rajya Sabha polls in Himachal Pradesh. However, he lost to BJP candidate Harsh Mahajan after several Congress MLAs cross-voted for the BJP. The bypoll is taking place as K Keshava Rao resigned from the Upper House.",https://www.hindustantimes.com/india-news/congress-names-abhishek-manu-singhvi-as-its-candidate-for-rajya-sabha-bypoll-in-telangana-101723637952726-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,Congress names Abhishek Singhvi as its candidate for RS bypolls in T'gana,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723644248310_169.jpg?,https://shrts.in/iuM3N,2024-08-14 14:28:48,800,"politics,national","national,politics",ENGLISH,,0,IN,12.530000000000001,,,,For more details,Tap here ,True,https://www.hindustantimes.com/india-news/congress-names-abhishek-manu-singhvi-as-its-candidate-for-rajya-sabha-bypoll-in-telangana-101723637952726-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Hindustan Times / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Nakul Ahuja'}]",0,1970-01-01T00:00:00Z,2024-08-15T14:22:06.009Z,[],"score:800,news:default,cat:politics,cat:national,hash:2,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
number-of-eligible-voters-was-nearly-97-cr--historic-record--prez-on-ls-polls-1723647122741,y2yz0c1i-1,Nakul Ahuja,"President Droupadi Murmu, in an address ahead of Independence Day, said the number of eligible voters stood at nearly 97 crore during the Lok Sabha polls. ""This was a historic record, making it the largest electoral exercise humankind has ever witnessed,"" she said. She added, ""EC should be congratulated for the smooth and flawless conduct of such a gigantic event.""",https://x.com/PTI_News/status/1823725469058924979?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,X,"Number of eligible voters was nearly 97 cr, historic record: Prez on LS polls",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723646102217_686.jpg?,https://shrts.in/166S7,2024-08-14 14:52:02,800,"politics,national","national,politics",ENGLISH,,0,IN,12.540000000000001,,,,Lok Sabha polls began on April 19,Tap to read more ,True,https://x.com/PTI_News/status/1823725469058924979?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at X / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Nakul Ahuja'}]",0,1970-01-01T00:00:00Z,2024-08-15T14:36:28.692Z,[],"score:800,news:default,cat:politics,cat:national,hash:9,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
awfis-q1--profit-doubles-qoq-to-inr-2-7-cr--revenue-up-10-9--1723555680896,kkvno5ul-1,System User,"Awfis posted a consolidated net profit of INR 2.7 Cr in the first quarter of the financial year 2024-25 as against a net loss of INR 8.3 Cr in the year-ago quarter, on the back of strong growth in its business. Operating revenue grew 37.2% to INR 257.7 Cr in Q1 FY25 from INR 187.7 Cr in the year-ago quarter.",https://inc42.com/buzz/awfis-q1-profit-doubles-qoq-to-inr-2-7-cr-revenue-up-10-9/?utm_medium=referral&utm_source=inshorts&utm_campaign=daily_news&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Inc42,"Awfis Q1: Profit doubles QoQ to INR 2.7 Cr, revenue up 10.9%",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/13_tue/img_1723555660379_457.jpg?,https://shrts.in/P8sZ7,2024-08-13 13:28:00,800,startup,,ENGLISH,,0,IN,12.38,,,,Tap to know more,Click Here,False,https://inc42.com/buzz/awfis-q1-profit-doubles-qoq-to-inr-2-7-cr-revenue-up-10-9/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Inc42 / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Inc42 / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:startup,hash:1",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'xSP6JH4BIWg5168xWxci33yJxcN2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-13
sachin-tendulkar--ex-swiggy-exec-karthik-to-launch-sports-brand-1723619168966,wysoh0ds-1,System User,"Sachin Tendulkar has reportedly teamed up with former Swiggy Instamart head Karthik Gurumurthy to launch a sports athleisure brand. As per ET’s report, former Swiggy executive Karan Arora will also join as the third cofounder. Tendulkar is also involved in a joint venture for the menswear brand True Blue with Arvind Fashions, which plans to take the brand global.",https://inc42.com/buzz/sachin-tendulkar-partners-former-swiggy-instamart-executive-karthik-gurumurthy-to-float-sports-brand/?utm_medium=referral&utm_source=inshorts&utm_campaign=daily_news&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Inc42,"Sachin Tendulkar, ex-Swiggy exec Karthik to launch sports brand",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723619150568_183.jpg?,https://shrts.in/t2bTs,2024-08-14 07:06:08,800,startup,,ENGLISH,,0,IN,12.44,,,,Tap to know more,Click Here,False,https://inc42.com/buzz/sachin-tendulkar-partners-former-swiggy-instamart-executive-karthik-gurumurthy-to-float-sports-brand/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Inc42 / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Inc42 / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:startup,hash:5",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'xSP6JH4BIWg5168xWxci33yJxcN2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
stellantis-laying-off-2-450-workers-in-us-1723356718581,nxkwnncp-1,System User,"Global automobile giant Stellantis will lay off as many as 2,450 factory workers in Michigan state of the US. The Stellantis layoffs are implemented as the company ended the production of its Ram 1500 'Classic' trucks and shifted focus on Ram 1500 Tradesman truck. The layoffs will begin affecting the workers from October 2024.",https://www.latestly.com/auto/stellantis-layoffs-global-automobile-giant-laying-off-2450-factory-workers-in-michigan-as-it-ends-production-of-ram-1500-classic-trucks-6180817.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Latestly,"Stellantis laying off 2,450 workers in US",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/11_sun/img_1723356385260_56.jpg?,https://shrts.in/NiK91,2024-08-11 06:11:58,800,"automobile,world,business",,ENGLISH,,0,IN,12.32,,,,Tap to know more,Tap Here To Read More ,False,https://www.latestly.com/auto/stellantis-layoffs-global-automobile-giant-laying-off-2450-factory-workers-in-michigan-as-it-ends-production-of-ram-1500-classic-trucks-6180817.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Latestly / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Latestly / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:automobile,cat:world,cat:business,hash:1",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'IDJnGfwTAUa3ul49OG0vW7DntZw2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-11
fourth-traffic-light-colour-proposed-for-autonomous-vehicles-1723457425874,ssafkdzf-1,System User,"Researchers from North Carolina State University have proposed adding a fourth traffic light colour to improve traffic flow involving autonomous vehicles. The ""white light"" will signal human drivers to follow the vehicle ahead, which will coordinate with autonomous vehicles (AVs) via wireless communication. This innovation aims to enhance travel times, fuel efficiency, and road safety.",https://www.breezyscroll.com/breezy-explainer/a-fourth-color-may-be-added-to-traffic-lights-in-the-era-of-driverless-cars-here-why/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,BreezyScroll,Fourth traffic light colour proposed for autonomous vehicles,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/12_mon/img_1723457406061_7.jpg?,https://shrts.in/EEUZQ,2024-08-12 10:10:25,800,"automobile,world",,ENGLISH,,0,IN,12.33,,,,Tap to know more,Tap here,False,https://www.breezyscroll.com/breezy-explainer/a-fourth-color-may-be-added-to-traffic-lights-in-the-era-of-driverless-cars-here-why/amp/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at BreezyScroll / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at BreezyScroll / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:automobile,cat:world,hash:6",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'a0287XaiTQb6HTfypl4vVhPah2h2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-12
ather-energy-turns-unicorn-after--71-mn-funding-from-govt-s-niif--report-1723526348800,hefrdden-1,Ashley Paul,"Ather Energy has become a unicorn after raising $71 million from government-owned National Investment and Infrastructure Fund (NIIF), The Economic Times reported. Ather’s valuation has reached $1.3 billion, up from a reported valuation of $671 million in June. Ather has been raising funds in multiple rounds since 2023-end. India’s Krutrim, Perfios, Porter and Rapido also became unicorns in 2024.",https://www.moneycontrol.com/technology/ather-energy-unicorn-new-funding-niif-article-12794659.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,Ather Energy turns unicorn after $71 mn funding from govt’s NIIF: Report,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/13_tue/img_1723522607946_112.jpg?,https://shrts.in/oXRdi,2024-08-13 05:19:08,800,"automobile,startup","startup,automobile",ENGLISH,,0,IN,12.34,,,,Ather reportedly aiming to list by 2025,Tap to know more,True,https://www.moneycontrol.com/technology/ather-energy-unicorn-new-funding-niif-article-12794659.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Moneycontrol / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Ashley Paul'}]",0,1970-01-01T00:00:00Z,2024-08-14T05:18:34.284Z,[],"score:800,news:default,cat:automobile,cat:startup,hash:8",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-13
times-are-changing--goyal-as-1-600--made-in-india--suvs-exported-to-japan-1723547452539,guxbzn0p-1,Pragya Swastik,"Union Commerce Minister Piyush Goyal posted on X, ""Samay badal raha hai (Times are changing)...A truly proud moment as a consignment of over 1,600 'Made In India' SUVs from Maruti is exported for the first time to Japan."" Praising the Modi government's policies to boost manufacturing, he added, ""It has helped 'Brand India' become a name to reckon with globally.""",https://x.com/PiyushGoyal/status/1823288935528739014?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,X,"Times are changing: Goyal as 1,600 'Made in India' SUVs exported to Japan",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/13_tue/img_1723544842117_480.jpg?,https://shrts.in/wKMa4,2024-08-13 11:10:52,800,"automobile,business","business,automobile",ENGLISH,,0,IN,12.35,,,,"""From an importer from Japan to an exporter""","""What a turnaround,"" an X user said",True,https://x.com/PiyushGoyal/status/1823288935528739014?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at X / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Pragya Swastik'}]",0,1970-01-01T00:00:00Z,2024-08-14T10:50:05.403Z,[],"score:800,news:default,cat:automobile,cat:business,hash:8",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-13
0--road-tax-for-hybrid-cars-in-up--no-relief-for-electric-cars-1723611359999,ht0efuld-1,System User,"Uttar Pradesh will maintain road tax waivers for hybrid vehicles, despite lobbying from electric vehicle makers. The decision, reaffirmed during a meeting with major automakers, supports both hybrid and EV technologies as part of a broader green mobility strategy. While EV manufacturers seek exclusive incentives, the state aims to balance immediate needs with long-term sustainability.",https://trak.in/stories/0-road-tax-for-hybrid-cars-in-up-will-continue-no-relief-for-electric-cars/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Trak.in,0% Road Tax for Hybrid cars in UP; No relief for electric cars,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723611284163_49.jpg?,https://shrts.in/bqpAe,2024-08-14 04:55:59,800,automobile,,ENGLISH,,0,IN,12.36,,,,Tap to know more,Tap to read more,False,https://trak.in/stories/0-road-tax-for-hybrid-cars-in-up-will-continue-no-relief-for-electric-cars/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Trak.in / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Trak.in / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:automobile,hash:2",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'vMkT7f9M6QXyw6ugAb2BT8fpv3Z2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
